Name                                                                                                Stmts   Miss  Cover
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/se/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/se/forms                                  61      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/se/se_counties                             3      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/se/utils                                  40      2    95%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/si/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/si/forms                                  82      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/si/si_postalcodes                          2      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/sk/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/sk/forms                                  18      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/sk/sk_districts                            2      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/sk/sk_regions                              2      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/tr/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/tr/forms                                  53      6    89%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/tr/tr_provinces                            2      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/us/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/us/forms                                  63      6    90%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/us/models                                 26      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/us/us_states                               9      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/uy/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/uy/forms                                  27      1    96%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/uy/util                                    7      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/uy/uy_departaments                         2      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/za/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/za/forms                                  30      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/markup/__init__                                        0      0   100%
